
# nouns using wiki-news fastTExt vectors

tehsil tehsils
trip trips 
administrator administrators 
grove groves 
message messages 
blockbuster blockbusters 
President Presidents 
bungalow bungalows 
judgment judgments 
deduction deductions 
screenplay screenplays 
sentiment sentiments 
engine engines 
operative operatives 
pipe pipes 
taxpayer taxpayers 
fungicide fungicides 
gallery galleries 
bomber bombers 
matter matters 
territory territories 
glyph glyphs 
hurdle hurdles 
opinion opinions 
advertiser advertisers 
storyline storylines 
maid maids 
shipyard shipyards 
republic republics 
community communities 
subarticle subarticles 
tidbit tidbits 
population populations 
bookshop bookshops 
eruption eruptions 
worksheet worksheets 
lane lanes 
band bands 
appointee appointees 
appendix appendices 
anecdote anecdotes 
crony cronies 
pharmacist pharmacists 
robot robots 
quilt quilts 
rider riders 
theologian theologians 
audience audiences 
playlist playlists 
battery batteries 
astronomer astronomers 
plume plumes 
grandchild grandchildren 
inmate inmates 
transporter transporters 
scribe scribes 
remake remakes 
arrangement arrangements 
hillside hillsides 
tangent tangents 
substitution substitutions 
forest forests 
university universities 
robber robbers 
drug drugs 
imitation imitations 
fanatic fanatics 
feud feuds 
Englishman Englishmen 
toxin toxins 
accomplice accomplices 
stream streams 
potion potions 
citizen citizens 
snack snacks 
parody parodies 
sub-category sub-categories 
endpoint endpoints 
enclosure enclosures 
response responses 
measurement measurements 
auditor auditors 
sovereign sovereigns 
serviceman servicemen 
dose doses 
judgement judgements 
racer racers 
distributor distributors 
crisis crises 
habit habits 
complication complications 
interview interviews 
T-shirt T-shirts 
process processes 
industrialist industrialists 
quotation quotations 
contributor contributors 
perception perceptions 
collar collars 
attacker attackers 
description descriptions 
lobbyist lobbyists 
trustee trustees 
commemoration commemorations 
investment investments 
development developments 
courtyard courtyards 
burial burials 
sinner sinners 
Function Functions 
bathroom bathrooms 
catch catches 
preview previews 
certification certifications 
fragment fragments 
banquet banquets 
athlete athletes 
fighter fighters 
pioneer pioneers 
empire empires 
obsession obsessions 
incident incidents 
prohibition prohibitions 
commissioner commissioners 
builder builders 
canister canisters 
sermon sermons 
console consoles 
tag tags 
missile missiles 
vision visions 
taxon taxa 
ladder ladders 
condom condoms 
angle angles 
transliteration transliterations 
Cup Cups 
endorsement endorsements 
bin bins 
gun guns 
girl girls 
reunion reunions 
diplomat diplomats 
browser browsers 
incentive incentives 
clique cliques 
doll dolls 
intruder intruders 
offender offenders 
taunt taunts 
rhyme rhymes 
recording recordings 
gym gyms 
gateway gateways 
narrative narratives 
userpage userpages 
poison poisons 
warning warnings 
wig wigs 
lawmaker lawmakers 
practitioner practitioners 
timetable timetables 
accent accents 
polemic polemics 
practice practices 
newsroom newsrooms 
hairstyle hairstyles 
risk risks 
criticism criticisms 
pigeon pigeons 
beast beasts 
city-state city-states 
mouse mice 
summary summaries 
orchestra orchestras 
restaurant restaurants 
prelate prelates 
universe universes 
chancellor chancellors 
dentist dentists 
projector projectors 
niche niches 
therapy therapies 
filament filaments 
ensemble ensembles 
plugin plugins 
crook crooks 
client clients 
estuary estuaries 
prosecutor prosecutors 
grocer grocers 
sibling siblings 
voter voters 
cliché clichés 
proclamation proclamations 
slope slopes 
butcher butchers 
call calls 
store stores 
cubicle cubicles 
brochure brochures 
bike bikes 
electrician electricians 
venture ventures 
picture pictures 
combatant combatants 
office offices 
troupe troupes 
field fields 
rape rapes 
serpent serpents 
outcome outcomes 
realm realms 
pathology pathologies 
swamp swamps 
comment comments 
sponsor sponsors 
license licenses 
arena arenas 
preposition prepositions 
name names 
mural murals 
depiction depictions 
implementation implementations 
shotgun shotguns 
sedan sedans 
pilgrimage pilgrimages 
knight knights 
schoolteacher schoolchildren 
quarterback quarterbacks 
rocket rockets 
apprentice apprentices 
squabble squabbles 
framework frameworks 
pet pets 
storyteller storytellers 
engineer engineers 
translator translators 
neck necks 
arbitrator arbitrators 
mystery mysteries 
deadline deadlines 
commoner commoners 
subscription subscriptions 
dialogue dialogues 
organiser organisers 
vase vases 
figurine figurines 
monograph monographs 
wolf wolves 
parasite parasites 
ulcer ulcers 
casino casinos 
souvenir souvenirs 
aspect aspects 
urn urns 
quarry quarries 
procession processions 
idiom idioms 
valve valves 
usage usages 
seminar seminars 
outlet outlets 
rat rats 
appeal appeals 
firearm firearms 
justification justifications 
orchard orchards 
zombie zombies 
petitioner petitioners 
shortcut shortcuts 
genus genera 
felon felons 
pension pensions 
town towns 
scientist scientists 
instrument instruments 
magistrate magistrates 
defect defects 
error errors 
bulletin bulletins 
cruiser cruisers 
caveat caveats 
charger chargers 
competitor competitors 
inventory inventories 
calamity calamities 
association associations 
directory directories 
pellet pellets 
garrison garrisons 
cipher ciphers 
confusion confusions 
generalisation generalisations 
temple temples 
pizza pizzas 
parameter parameters 
suffix suffixes 
destination destinations 
balcony balconies 
cellphone cellphones 
database databases 
portal portals 
dragon dragons 
equivalent equivalents 
superhero superheroes 
microprocessor microprocessors 
iteration iterations 
character characters 
daughter daughters 
disciple disciples 
catastrophe catastrophes 
commodity commodities 
fort forts 
estate estates 
vessel vessels 
torpedo torpedoes 
hill hills 
skyscraper skyscrapers 
insertion insertions 
fisherman fishermen 
garment garments 
beer beers 
atom atoms 
reseller resellers 
sheet sheets 
hint hints 
conviction convictions 
outlier outliers 
bundle bundles 
participant participants 
pastor pastors 
assay assays 
sample samples 
visa visas 
fault faults 
ambiguity ambiguities 
reduction reductions 
statistician statisticians 
batsman batsmen 
kiosk kiosks 
vehicle vehicles 
factor factors 
trait traits 
uncle uncles 
tiger tigers 
gymnast gymnasts 
naturalist naturalists 
silhouette silhouettes 
fence fences 
spaceship spaceships 
covenant covenants 
tent tents 
fatality fatalities 
wikilink wikilinks 
motel motels 
trainee trainees 
injury injuries 
pedophile pedophiles 
courier couriers 
cartridge cartridges 
mummy mummies 
grenade grenades 
replica replicas 
slogan slogans 
infrastructure infrastructures 
card cards 
submarine submarines 
syringe syringes 
outbreak outbreaks 
lighthouse lighthouses 
seaport seaports 
broker brokers 
trademark trademarks 
excuse excuses 
deposit deposits 
airship airships 
magician magicians 
rabbit rabbits 
clue clues 
discussion discussions 
columnist columnists 
attraction attractions 
variety varieties 
notation notations 
shoreline shorelines 
characterization characterizations 
exploration explorations 
benefactor benefactors 
sophomore sophomores 
coin coins 
fix fixes 
mixture mixtures 
classroom classrooms 
pirate pirates 
meal meals 
encounter encounters 
airline airlines 
vote votes 
barnstar barnstars 
hatnote hatnotes 
session sessions 
lizard lizards 
photon photons 
insurer insurers 
seminary seminaries 
craft crafts 
surprise surprises 
precept precepts 
sequence sequences 
genotype genotypes 
panel panels 
canal canals 
musician musicians 
denier deniers 
inequity inequities 
entertainer entertainers 
translation translations 
bargain bargains 
calculation calculations 
tombstone tombstones 
tweak tweaks 
pollutant pollutants 
euphemism euphemisms 
dress dresses 
psychologist psychologists 
dialect dialects 
truck trucks 
curve curves 
honorific honorifics 
fee fees 
colleague colleagues 
kayak kayaks 
thief thieves 
pest pests 
bust busts 
bank banks 
reversion reversions 
petition petitions 
bulldozer bulldozers 
plate plates 
announcement announcements 
element elements 
policy policies 
desktop desktops 
behavior behaviors 
subtopic subtopics 
pig pigs 
task tasks 
neighborhood neighborhoods 
payout payouts 
assessment assessments 
fabrication fabrications 
puddle puddles 
altar altars 
battalion battalions 
player players 
homicide homicides 
mutant mutants 
bicycle bicycles 
occupant occupants 
crank cranks 
festival festivals 
thing things 
webmaster webmasters 
observatory observatories 
gig gigs 
turtle turtles 
novelist novelists 
drink drinks 
bridge bridges 
dreamer dreamers 
derivation derivations 
holiday holidays 
wizard wizards 
painting paintings 
procedure procedures 
antenna antennas 
tribe tribes 
treatment treatments 
episode episodes 
bureaucracy bureaucracies 
regimen regimens 
classmate classmates 
vertebrate vertebrates 
politician politicians 
necklace necklaces 
bailout bailouts 
hole holes 
roadblock roadblocks 
operation operations 
philosophy philosophies 
bakery bakeries 
soloist soloists 
backer backers 
contender contenders 
epithet epithets 
co-worker co-workers 
insight insights 
manor manors 
restoration restorations 
guard guards 
professor professors 
pursuit pursuits 
wagon wagons 
pager pagers 
canton cantons 
delegate delegates 
district districts 
layer layers 
mainframe mainframes 
loudspeaker loudspeakers 
theorist theorists 
notebook notebooks 
kingdom kingdoms 
condo condos 
powerhouse powerhouses 
fortress fortresses 
telephone telephones 
facade facades 
symposium symposia 
quest quests 
lease leases 
rectangle rectangles 
spot spots 
lifeboat lifeboats 
propagandist propagandists 
turret turrets 
trope tropes 
misspelling misspellings 
verdict verdicts 
kite kites 
franchise franchises 
flyer flyers 
snail snails 
pony ponies 
fashion fashions 
man men 
kitten kittens 
songwriter songwriters 
reporter reporters 
barrister barristers 
beam beams 
navigator navigators 
boy boys 
dagger daggers 
statesman statesmen 
stereotype stereotypes 
motorbike motorbikes 
expressway expressways 
sphere spheres 
stunt stunts 
reflector reflectors 
book books 
aeroplane aeroplanes 
effort efforts 
lid lids 
wire wires 
economist economists 
vacation vacations 
elephant elephants 
drinker drinkers 
entry entries 
exam exams 
tribute tributes 
rocker rockers 
format formats 
pier piers 
city cities 
cemetery cemeteries 
victory victories 
ambulance ambulances 
unicorn unicorns 
plaza plazas 
basket baskets 
flop flops 
conjecture conjectures 
lantern lanterns 
difference differences 
monk monks 
actor actors 
peptide peptides 
experiment experiments 
jewel jewels 
committee committees 
thumbnail thumbnails 
pedestrian pedestrians 
theatre theatres 
informant informants 
warden wardens 
disadvantage disadvantages 
router routers 
cache caches 
driver drivers 
fluctuation fluctuations 
activist activists 
tract tracts 
rapist rapists 
symbol symbols 
paycheck paychecks 
foe foes 
culprit culprits 
settler settlers 
fight fights 
nation nations 
collaboration collaborations 
battle battles 
surfer surfers 
institution institutions 
occurrence occurrences 
eatery eateries 
ministry ministries 
cancer cancers 
courtier courtiers 
presenter presenters 
correspondent correspondents 
innovation innovations 
cameo cameos 
incursion incursions 
recital recitals 
spectator spectators 
studio studios 
duke dukes 
brewer brewers 
meaning meanings 
slab slabs 
lord lords 
box boxes 
passport passports 
nightclub nightclubs 
microphone microphones 
chief chiefs 
antagonist antagonists 
x-ray x-rays 
precursor precursors 
concern concerns 
campsite campsites 
accusation accusations 
reference references 
shop shops 
sandwich sandwiches 
camp camps 
despot despots 
peasant peasants 
opportunity opportunities 
clinician clinicians 
career careers 
inhabitant inhabitants 
post posts 
subsidiary subsidiaries 
edge edges 
coat coats 
observer observers 
package packages 
generalization generalizations 
redirect redirects 
pen pens 
resident residents 
cafeteria cafeterias 
drone drones 
sportsman sportsmen 
workstation workstations 
warship warships 
saloon saloons 
cousin cousins 
disagreement disagreements 
illustration illustrations 
ranch ranches 
manual manuals 
symphony symphonies 
jacket jackets 
setup setups 
subcontractor subcontractors 
treatise treatises 
adapter adapters 
acid acids 
invasion invasions 
context contexts 
giraffe giraffes 
sister sisters 
pianist pianists 
zone zones 
mussel mussels 
performer performers 
fellowship fellowships 
phone phones 
photographer photographers 
gorilla gorillas 
smear smears 
promise promises 
descendant descendants 
tornado tornadoes 
law laws 
oddity oddities 
projectile projectiles 
charge charges 
co-chair co-chairs 
Website Websites 
meme memes 
guess guesses 
mobster mobsters 
noun nouns 
plan plans 
soundtrack soundtracks 
diocese dioceses 
heater heaters 
estimate estimates 
examination examinations 
formula formulas 
government governments 
cookbook cookbooks 
solution solutions 
shipment shipments 
adverb adverbs 
obstacle obstacles 
physician physicians 
archivist archivists 
problem problems 
college colleges 
objection objections 
handbook handbooks 
caravan caravans 
connotation connotations 
tool tools 
CPU CPUs 
predator predators 
dwelling dwellings 
plaque plaques 
borough boroughs 
president presidents 
approach approaches 
hybrid hybrids 
stipend stipends 
formulation formulations 
combination combinations 
convict convicts 
hurricane hurricanes 
dilemma dilemmas 
reputation reputations 
basin basins 
version versions 
landowner landowners 
sanction sanctions 
Blog Blogs 
baker bakers 
wheelchair wheelchairs 
intervention interventions 
kind kinds 
outfit outfits 
family families 
footballer footballers 
atlas atlases 
inn inns 
walkway walkways 
detector detectors 
dolphin dolphins 
sunset sunsets 
human beings 
walker walkers 
instinct instincts 
mistress mistresses 
ghetto ghettos 
misunderstanding misunderstandings 
epoch epochs 
scenario scenarios 
exemption exemptions 
function functions 
minaret minarets 
comeback comebacks 
editor editors 
silo silos 
robbery robberies 
embassy embassies 
compromise compromises 
palace palaces 
child children 
substance substances 
instance instances 
stallion stallions 
tongue tongues 
companion companions 
dome domes 
pact pacts 
sprite sprites 
manifestation manifestations 
adjective adjectives 
shrine shrines 
port ports 
journey journeys 
language languages 
partnership partnerships 
molecule molecules 
cupboard cupboards 
folder folders 
salon salons 
release releases 
gift gifts 
hat hats 
quarrel quarrels 
dean deans 
contention contentions 
agreement agreements 
voice voices 
chapter chapters 
plane planes 
plantation plantations 
artwork artworks 
Conference Conferences 
fund funds 
concert concerts 
sector sectors 
council councils 
LP LPs 
romance romances 
inquiry inquiries 
waiter waiters 
viewer viewers 
flaw flaws 
CEO CEOs 
closet closets 
sofa sofas 
theme themes 
extension extensions 
motherboard motherboards 
therapist therapists 
league leagues 
lecture lectures 
traveller travellers 
rival rivals 
ramp ramps 
designer designers 
coup coups 
container containers 
script scripts 
biologist biologists 
chair chairs 
homeowner homeowners 
variant variants 
revelation revelations 
waterfall waterfalls 
cure cures 
devil devils 
style styles 
rebellion rebellions 
adjustment adjustments 
accountant accountants 
interpreter interpreters 
motorway motorways 
mathematician mathematicians 
staircase staircases 
anomaly anomalies 
star stars 
plumber plumbers 
locomotive locomotives 
assistant assistants 
resource resources 
flight flights 
avenue avenues 
feature features 
manufacturer manufacturers 
pistol pistols 
interaction interactions 
magnate magnates 
directive directives 
bandit bandits 
profile profiles 
POW POWs 
clip clips 
volume volumes 
improvement improvements 
strategist strategists 
course courses 
hero heroes 
file files 
image images 
nominee nominees 
controller controllers 
composer composers 
discrepancy discrepancies 
video videos 
disaster disasters 
hymn hymns 
boyfriend boyfriends 
gangster gangsters 
infestation infestations 
representation representations 
revert reverts 
salesperson salespeople 
circuit circuits 
electrode electrodes 
developer developers 
yacht yachts 
regiment regiments 
pilot pilots 
cookie cookies 
entrant entrants 
senator senators 
mob mobs 
narrator narrators 
income incomes 
widow widows 
prediction predictions 
storefront storefronts 
vegetable vegetables 
director directors 
beak beaks 
freezer freezers 
review reviews 
speculation speculations 
racehorse racehorses 
dish dishes 
inconsistency inconsistencies 
freelance freelancers 
shortcoming shortcomings 
rental rentals 
schedule schedules 
sufferer sufferers 
variation variations 
incarnation incarnations 
citation citations 
hack hacks 
bio bios 
artiste artistes 
biopsy biopsies 
absurdity absurdities 
marriage marriages 
insinuation insinuations 
boat boats 
column columns 
album albums 
amphibian amphibians 
periodical periodicals 
Committee Committees 
crowd crowds 
philanthropist philanthropists 
funeral funerals 
print prints 
steamer steamers 
panelist panelists 
impact impacts 
presentation presentations 
gravestone gravestones 
tale tales 
impulse impulses 
CD CDs 
accident accidents 
specialty specialties 
installer installers 
op-ed op-eds 
RfA RfAs 
nickname nicknames 
nun nuns 
persona personas 
shopper shoppers 
tower towers 
plant plants 
compiler compilers 
skill skills 
veteran veterans 
excerpt excerpts 
publication publications 
purchase purchases 
enclave enclaves 
body bodies 
superstar superstars 
proverb proverbs 
bill bills 
deployment deployments 
kidnapper kidnappers 
school schools 
reel reels 
trend trends 
subsystem subsystems 
critic critics 
PC PCs 
spider spiders 
amateur amateurs 
doctrine doctrines 
train trains 
parade parades 
quote quotes 
assassin assassins 
bugger buggers 
mansion mansions 
provider providers 
alternative alternatives 
hamlet hamlets 
mule mules 
helicopter helicopters 
blunder blunders 
technicality technicalities 
shovel shovels 
supporter supporters 
genome genomes 
iPad iPads 
grandson grandsons 
dock docks 
animal animals 
abuser abusers 
antibody antibodies 
singer singers 
cheque cheques 
bowler bowlers 
artefact artefacts 
wearer wearers 
suggestion suggestions 
township townships 
consultant consultants 
duet duets 
clergyman clergymen 
demo demos 
catalogue catalogues 
brother brothers 
bodyguard bodyguards 
spoon spoons 
scooter scooters 
conception conceptions 
laptop laptops 
premiere premieres 
alphabet alphabets 
electron electrons 
opponent opponents 
patch patches 
newspaper newspapers 
zoo zoos 
subcategory subcategories 
diagnosis diagnoses 
tourist tourists 
gene genes 
idiot idiots 
neuron neurons 
locale locales 
preacher preachers 
sauce sauces 
tabloid tabloids 
skirmish skirmishes 
supercomputer supercomputers 
record records 
loss losses 
nobleman noblemen 
vaccine vaccines 
example examples 
comma commas 
profession professions 
mall malls 
slur slurs 
estimation estimations 
organ organs 
movie movies 
navbox navboxes 
disk disks 
linguist linguists 
track tracks 
tumor tumors 
monologue monologues 
burden burdens 
newborn newborns 
suite suites 
study studies 
property properties 
rod rods 
floor floors 
bracelet bracelets 
toddler toddlers 
principality principalities 
assertion assertions 
medium mediums 
patron patrons 
constraint constraints 
appointment appointments 
nationality nationalities 
scarf scarves 
prophecy prophecies 
category categories 
snippet snippets 
slum slums 
legend legends 
proof proofs 
rifle rifles 
prefecture prefectures 
fungus fungi 
business businesses 
wedding weddings 
spin-off spin-offs 
geometry geometries 
beneficiary beneficiaries 
kit kits 
geek geeks 
lamp lamps 
commuter commuters 
hall halls 
agency agencies 
herbicide herbicides 
consul consuls 
construction constructions 
motorist motorists 
division divisions 
role roles 
wall walls 
province provinces 
ritual rituals 
reaction reactions 
work works 
overview overviews 
Writer Writers 
formation formations 
headstone headstones 
component components 
winner winners 
beacon beacons 
accomplishment accomplishments 
Statement Statements 
bureaucrat bureaucrats 
explosion explosions 
consortium consortia 
officer officers 
mast masts 
hamster hamsters 
subsection subsections 
pavement pavements 
diode diodes 
creature creatures 
lawsuit lawsuits 
resistor resistors 
earthquake earthquakes 
subway subways 
dynasty dynasties 
informer informers 
apostle apostles 
blurb blurbs 
administration administrations 
rehearsal rehearsals 
reality realities 
legislator legislators 
bandmate bandmates 
poem poems 
invitation invitations 
monarchy monarchies 
allusion allusions 
consideration considerations 
concession concessions 
reviewer reviewers 
glitch glitches 
kiln kilns 
entrance entrances 
boxer boxers 
hotspot hotspots 
installment installments 
specialist specialists 
pathogen pathogens 
price prices 
tycoon tycoons 
chromosome chromosomes 
student students 
corporation corporations 
illustrator illustrators 
congregation congregations 
baby babies 
drummer drummers 
Plaintiff Plaintiffs 
manifesto manifestos 
forgery forgeries 
conversation conversations 
voltage voltages 
detective detectives 
settlement settlements 
hacker hackers 
pledge pledges 
farm farms 
threat threats 
approximation approximations 
cook cooks 
bibliography bibliographies 
endowment endowments 
DVD DVDs 
refund refunds 
sensation sensations 
enzyme enzymes 
salesman salesmen 
pic pics 
commentary commentaries 
topic topics 
mayor mayors 
exporter exporters 
nutritionist nutritionists 
technology technologies 
mixtape mixtapes 
autobiography autobiographies 
favourite favourites 
legislature legislatures 
runner runners 
mite mites 
inscription inscriptions 
hormone hormones 
nephew nephews 
pool pools 
Society Societies 
greeting greetings 
shadow shadows 
textile textiles 
stove stoves 
struggle struggles 
game games 
salamander salamanders 
murder murders 
shoe shoes 
gatekeeper gatekeepers 
sweater sweaters 
recorder recorders 
head heads 
equation equations 
victim victims 
birthday birthdays 
ferry ferries 
edict edicts 
advert adverts 
gown gowns 
award awards 
barge barges 
salary salaries 
thriller thrillers 
precinct precincts 
kidnapping kidnappings 
banner banners 
tablet tablets 
bestseller bestsellers 
distinction distinctions 
novice novices 
warranty warranties 
appraisal appraisals 
spa spas 
gentleman gentlemen 
phase phases 
pamphlet pamphlets 
sign signs 
omission omissions 
invoice invoices 
constable constables 
spike spikes 
chieftain chieftains 
prototype prototypes 
memorandum memoranda 
bay bays 
infraction infractions 
strategy strategies 
fallacy fallacies 
fable fables 
village villages 
coffin coffins 
maxim maxims 
philosopher philosophers 
compatriot compatriots 
sonata sonatas 
hierarchy hierarchies 
bra bras 
seaman seamen 
stalker stalkers 
carcass carcasses 
kindergarten kindergartens 
illness illnesses 
campaigner campaigners 
prescription prescriptions 
fanboy fanboys 
revival revivals 
creek creeks 
one ones 
society societies 
briefing briefings 
blob blobs 
automobile automobiles 
microchip microchips 
brigade brigades 
marsh marshes 
inspector inspectors 
announcer announcers 
glider gliders 
canoe canoes 
handset handsets 
author authors 
reward rewards 
nozzle nozzles 
performance performances 
attitude attitudes 
cargo cargoes 
selfie selfies 
swimmer swimmers 
fugitive fugitives 
geologist geologists 
mechanism mechanisms 
blade blades 
correlation correlations 
ISP ISPs 
magazine magazines 
workplace workplaces 
terrace terraces 
fever fevers 
hobbyist hobbyists 
helmet helmets 
grandmother grandparents 
derivative derivatives 
airliner airliners 
branch branches 
adventurer adventurers 
imbalance imbalances 
elevator elevators 
ambassador ambassadors 
photocopy photocopies 
logo logos 
ghost ghosts 
mishap mishaps 
god gods 
revision revisions 
receiver receivers 
tavern taverns 
leader leaders 
combo combos 
meadow meadows 
technician technicians 
rhino rhinos 
bead beads 
airfield airfields 
modem modems 
boss bosses 
reconstruction reconstructions 
aristocrat aristocrats 
nuance nuances 
monkey monkeys 
hypothesis hypotheses 
masterpiece masterpieces 
grasshopper grasshoppers 
region regions 
experience experiences 
anthem anthems 
coyote coyotes 
coincidence coincidences 
descriptor descriptors 
ruling rulings 
window windows 
organizer organizers 
relic relics 
investigator investigators 
lemur lemurs 
alley alleys 
anthology anthologies 
methodology methodologies 
horseman horsemen 
accuser accusers 
breeder breeders 
horse horses 
climber climbers 
shirt shirts 
landslide landslides 
devotee devotees 
opera operas 
dictator dictators 
penis penises 
worker workers 
champion champions 
cycle cycles 
spreadsheet spreadsheets 
heroine heroines 
country countries 
hangar hangars 
clarification clarifications 
request requests 
substitute substitutes 
brothel brothels 
leaflet leaflets 
assault assaults 
airport airports 
epidemic epidemics 
gate gates 
marina marinas 
layout layouts 
figure figures 
pillow pillows 
split splits 
cabin cabins 
programmer programmers 
herd herds 
conference conferences 
bid bids 
centre centres 
intersection intersections 
camera cameras 
charter charters 
paleontologist paleontologists 
affidavit affidavits 
grudge grudges 
operator operators 
gripe gripes 
rumor rumors 
gag gags 
cottage cottages 
penalty penalties 
vowel vowels 
song songs 
wholesaler wholesalers 
organisation organisations 
mandate mandates 
bookseller booksellers 
buzzword buzzwords 
road roads 
ant ants 
terminal terminals 
choice choices 
meeting meetings 
duplicate duplicates 
guide guides 
seat seats 
generator generators 
yarn yarns 
ceremony ceremonies 
doorway doorways 
ally allies 
deception deceptions 
yard yards 
thesis theses 
bet bets 
furnace furnaces 
freeway freeways 
cave caves 
semiconductor semiconductors 
screening screenings 
viewpoint viewpoints 
municipality municipalities 
perpetrator perpetrators 
bride brides 
divorce divorces 
shape shapes 
tapestry tapestries 
gadget gadgets 
landlord landlords 
synonym synonyms 
advantage advantages 
subject subjects 
registration registrations 
tunnel tunnels 
biker bikers 
replacement replacements 
revolution revolutions 
ranger rangers 
compartment compartments 
actress actresses 
detergent detergents 
sidewalk sidewalks 
badge badges 
chant chants 
blast blasts 
garage garages 
capability capabilities 
takeover takeovers 
reason reasons 
scheme schemes 
cannon cannons 
hunt hunts 
caterpillar caterpillars 
landscape landscapes 
franchisee franchisees 
blogger bloggers 
whore whores 
playground playgrounds 
dispensary dispensaries 
pavilion pavilions 
report reports 
journal journals 
advertisement advertisements 
indicator indicators 
accolade accolades 
connector connectors 
trim trims 
plot plots 
symptom symptoms 
capsule capsules 
investigation investigations 
strip strips 
promoter promoters 
measure measures 
line lines 
genocide genocides 
learner learners 
promo promos 
dancer dancers 
proposal proposals 
owner owners 
article articles 
superpower superpowers 
model models 
queue queues 
member members 
thermometer thermometers 
instructor instructors 
club clubs 
carving carvings 
site sites 
caller callers 
importer importers 
font fonts 
vocabulary vocabularies 
lecturer lecturers 
intuition intuitions 
startup startups 
court courts 
oven ovens 
warlord warlords 
beach beaches 
laboratory laboratories 
virtue virtues 
prophet prophets 
utterance utterances 
neologism neologisms 
collector collectors 
initiative initiatives 
piston pistons 
challenger challengers 
catalog catalogs 
taste tastes 
admiral admirals 
historian historians 
requirement requirements 
salad salads 
chimp chimps 
motorcyclist motorcyclists 
master masters 
levy levies 
connection connections 
pickup pickups 
search searches 
rumour rumours 
artist artists 
craftsman craftsmen 
network networks 
friar friars 
fixture fixtures 
sect sects 
trailer trailers 
trail trails 
subdivision subdivisions 
chamber chambers 
skier skiers 
interface interfaces 
wording wordings 
pitcher pitchers 
cafe cafes 
disorder disorders 
agent agents 
listing listings 
chaplain chaplains 
precedent precedents 
pitch pitches 
sword swords 
staffer staffers 
donkey donkeys 
analogy analogies 
excursion excursions 
exaggeration exaggerations 
contestant contestants 
overlord overlords 
spinoff spinoffs 
veterinarian veterinarians 
mammal mammals 
purchaser purchasers 
co-founder co-founders 
radius radii 
mile miles 
grave graves 
bolt bolts 
movement movements 
collision collisions 
saint saints 
washer washers 
gambler gamblers 
soldier soldiers 
governor governors 
treaty treaties 
interviewee interviewees 
respondent respondents 
felony felonies 
app apps 
apologist apologists 
injunction injunctions 
source sources 
tournament tournaments 
playwright playwrights 
invader invaders 
crusader crusaders 
URL URLs 
Agreement Agreements 
cat cats 
financier financiers 
patriot patriots 
demon demons 
punishment punishments 
forum forums 
outsider outsiders 
stage stages 
nonprofit nonprofits 
hotel hotels 
employer employers 
revisionist revisionists 
notification notifications 
filename filenames 
sculptor sculptors 
subgenre subgenres 
exchange exchanges 
comedian comedians 
cop cops 
ad ads 
landmark landmarks 
prayer prayers 
overdose overdoses 
rotor rotors 
successor successors 
freshman freshmen 
strap straps 
castle castles 
bulb bulbs 
scene scenes 
mouth mouths 
contradiction contradictions 
bus buses 
commander commanders 
barn barns 
alumnus alums 
pun puns 
memoir memoirs 
famine famines 
traitor traitors 
hairdresser hairdressers 
notion notions 
corpse corpses 
check checks 
exposition expositions 
cultivar cultivars 
speech speeches 
architect architects 
parable parables 
url urls 
motorcycle motorcycles 
queen queens 
shipwreck shipwrecks 
portion portions 
joke jokes 
gaffe gaffes 
alteration alterations 
communicator communicators 
endeavor endeavors 
ceiling ceilings 
breakfast breakfasts 
subgroup subgroups 
amplifier amplifiers 
referee referees 
favorite favorites 
suitcase suitcases 
sequel sequels 
valuation valuations 
scoop scoops 
scandal scandals 
upheaval upheavals 
simulator simulators 
headset headsets 
section sections 
sacrifice sacrifices 
rivalry rivalries 
library libraries 
pronouncement pronouncements 
assailant assailants 
war wars 
grouping groupings 
warehouse warehouses 
letter letters 
carton cartons 
recipe recipes 
team-mate team-mates 
chimney chimneys 
transition transitions 
trajectory trajectories 
cost costs 
confrontation confrontations 
arcade arcades 
decision decisions 
loan loans 
prostitute prostitutes 
archetype archetypes 
caricature caricatures 
itinerary itineraries 
screenwriter screenwriters 
vial vials 
billboard billboards 
quiz quizzes 
machine machines 
layman laymen 
giveaway giveaways 
processor processors 
headache headaches 
delegation delegations 
interval intervals 
myth myths 
analyst analysts 
ballad ballads 
cathedral cathedrals 
missionary missionaries 
scholar scholars 
newbie newbies 
merchant merchants 
diet diets 
dream dreams 
sculpture sculptures 
jar jars 
highway highways 
infobox infoboxes 
order orders 
troll trolls 
animator animators 
commandment commandments 
abnormality abnormalities 
coordinator coordinators 
coast coasts 
distraction distractions 
spy spies 
pint pints 
lesson lessons 
corner corners 
downside downsides 
brew brews 
mosque mosques 
certificate certificates 
laborer laborers 
exhibition exhibitions 
lunch lunches 
dormitory dormitories 
bird birds 
canyon canyons 
handgun handguns 
vendor vendors 
burglar burglars 
critique critiques 
frigate frigates 
boulder boulders 
ailment ailments 
subroutine subroutines 
telescope telescopes 
epic epics 
nomination nominations 
graph graphs 
bit bits 
pesticide pesticides 
pronunciation pronunciations 
monument monuments 
loop loops 
department departments 
subpage subpages 
stalwart stalwarts 
academy academies 
ball balls 
lender lenders 
rig rigs 
night nights 
supervisor supervisors 
princess princesses 
lion lions 
PDA PDAs 
reactor reactors 
sitcom sitcoms 
rewrite rewrites 
mother mothers 
repository repositories 
insult insults 
exposure exposures 
giant giants 
offence offences 
jug jugs 
bikini bikinis 
