

#----------
# sport
#----------

football hockey basketball 

gain earn steal 
gains earns steals 

animation cinematography cartography 
animator cinematographer cartographer 

ukraine armenia albania 
ukrainians armenians albanians 

accused insulted disgusted 
accusing insulting disgusting 

phone email password 
phones emails passwords 

hungary estonia caledonia 
hungarian estonian caledonian 

drivers riders gliders 
driving riding gliding 

opponent fist wrist 
opponents fists wrists 

converted reverted reloaded 
converting reverting reloading 

skiing skating weightlifting 
skier skater weightlifter 

presidency inauguration reelection 
presided inaugurated reelected 

invited invite inviting 
convinced convince convincing 

granted trusted rewarded 
grants trusts rewards 

loved loves loving 
cared cares caring 

loved laughed apologized 
loves laugh apologize 

talks walks sleeps 
talked walked slept 

effective respective collective 
effectively respectively collectively 

pianist cellist clarinetist 
pianos cellos clarinets 

abuse abortion miscarriage 
abuses abortions miscarriages 

mechanical dynamic cosmological 
mechanics dynamics cosmology 

distributed distributors distributing 
contributed contributors contributing 

distributed distributions distributor 
contributed contributions contributor 

heavily heavier heaviest 
strongly stronger strongest 

artificial unofficial colloquial 
artificially unofficially colloquially 

syria syrian syrians 
palestine palestinian palestinians 

defense guard bodyguard 
defenses guards bodyguards 

prevent prevents preventing 
remove removes removing 

mexican mexicans mexico's 
cuban cubans cuba's 

renamed merged reformed 
renaming merging reforming 

treated retreated starved 
treating retreating starving 

liberal libertarian anarchist 
liberals libertarians anarchists 

longest shortest lengths 
strongest weakest strengths 

proposed imposed exercised 
proposing imposing exercising 

universities academies ecoles 
universite academie ecole 

corporation subsidiary shareholder 
corporations subsidies shareholders 

commander surrender invader 
commanded surrendered invaded 

electrical electromagnetism electrically 
mechanical mechanics mechanically 

bangladesh nepal myanmar 
bangladeshi nepalese burmese 

aired paired repaired 
airing pairing repairing 

molecules protons isotopes 
molecule proton isotope 

suggested indicated mutated 
suggestions indications mutations 

inspired commented debated 
inspiring commenting debating 

expected expectations expects 
predicted predictions predicts 

distribution distributed distributors 
contribution contributed contributors 

hitler stalin tsar 
hitler's stalin's tsar's 

bear wolf werewolf 
bears wolves werewolves 

extended intended enabled 
extending intending enabling 

succeeded proceeded seceded 
succession procession secession 

priest monk jesuit 
priests monks jesuits 

punjab sindh bihar 
punjabi sindhi bihari 

necessary essential substantial 
necessarily essentially substantially 

hunting hunted hunters 
counting counted counters 

questions debates advocates 
questioned debated advocated 

twenty seventy ninety 
twenties seventies nineties 

signal signature designation 
signals signatures designations 

socialist libertarian atheist 
socialists libertarians atheists 

biology genetics aesthetics 
biologically genetically aesthetically 

identified surveyed mapped 
identifying surveying mapping 

academic scholar researcher 
academics scholars researchers 

statue pyramid pharaoh 
statues pyramids pharaohs 

walking walked walkers 
climbing climbed climbers 

challenge elimination domination 
challenging eliminating dominating 

equation theorem boson 
equations theorems bosons 

ukraine lithuania bohemia 
ukrainian lithuanian bohemian 

visible accessible readable 
visibility accessibility readability 

accused accuse accusing 
blamed blame blaming 

accused abused insulted 
accusing abusing insulting 

experiment experimented experimenting 
sample sampled sampling 

rarely hardly loudly 
rarer harder louder 

satellite probe astronaut 
satellites probes astronauts 

organisation reorganization consolidation 
organised reorganized consolidated 

philosopher philosophers philosophical 
linguist linguists linguistic 

fear hate worry 
feared hated worried 

convicted imprisoned tortured 
conviction imprisonment torture 

transportation portage deportation 
transported ported deported 

distributed acquired rented 
distributing acquiring renting 

taxes privileges trustees 
taxed privileged trusted 

bomb explode erupt 
bombings explosions eruptions 

determined evaluated optimized 
determination evaluation optimization 

nepal lanka cambodia 
nepalese lankan cambodian 

conquered conquer conquering 
fled flee fleeing 

explained explanation explanations 
predicted prediction predictions 

arabia palestine assyria 
arabs palestinians assyrians 

escaped starved stared 
escaping starving staring 

lets sends arrives 
letting sending arriving 

investigation inspection coordination 
investigator inspector coordinator 

pulled collided drifted 
pulling colliding drifting 

pulled trapped sucked 
pulling trapping sucking 

pushed pushing pushes 
thrown throwing throws 

exposed excited exited 
exposing exciting exiting 

processing pressing dressing 
processed pressed dressed 

credited edited collaborated 
creditors editors collaborators 

lanka myanmar mozambique 
lankan burmese mozambican 

promised convinced surprised 
promise convince surprise 

promised wished cried 
promises wishes cries 

finance consultant supervisor 
finances consultants supervisors 

expressed progressed guessed 
expresses progresses guesses 

siege retreat recapture 
besieged retreated recaptured 

tiger badger dodger 
tigers badgers dodgers 

explained explanations explaining 
examined examinations examining 

escaped hid searched 
escapes hides searches 

lets sends pretends 
letting sending pretending 

punishment imprisonment conviction 
punished imprisoned convicted 

harder hardly hardness 
louder loudly loudness 

pushed slowed bowed 
pushing slowing bowing 

drawing depicting reflecting 
drawings depictions reflections 

obtained obtain obtaining 
retained retain retaining 

serbia lithuania bohemia 
serbian lithuanian bohemian 

budget expense expectation 
budgets expenses expectations 

expression oppression assimilation 
expressed oppressed assimilated 

expression aggression recession 
expressive aggressive recessive 

attacking destroying occupying 
attackers destroyers occupants 

promised demanded prompted 
promising demanding prompting 

promised convinced urged 
promise convince urge 

expressed pressed kissed 
expressing pressing kissing 

thrown lifted floated 
throwing lifting floating 

diplomat embassy hostage 
diplomats embassies hostages 

eliminated elimination eliminating 
terminated termination terminating 

abandoned ruined drained 
abandoning ruining draining 

buddhism hinduism sikhism 
buddhists hindus sikhs 

europeans africans cubans 
europe's africa's cuba's 

installed stalled stacked 
install stall stack 

originated dominated culminated 
originating dominating culminating 

infections injections addictions 
infected injected addicted 

explosion explosions exploded 
eruption eruptions erupted 

engineers pioneers inventors 
engineered pioneered invented 

coral reef shipwreck 
corals reefs shipwrecks 

sixteen sixty sixties 
nineteen ninety nineties 

geographical geographically geographers 
economical economically economists 

geographical geographer geographers 
botanical botanist botanists 

witch stitch stump 
witches stitches stumps 

markets exports imports 
marketed exported imported 

encouraged persuaded confronted 
encouragement persuasion confrontation 

terrorist militant insurgent 
terrorists militants insurgents 

pitch pitched pitches 
pit pitted pits 

spelling idiom morpheme 
spellings idioms morphemes 

inventor inventing inventors 
maker making makers 

shoulder toe spike 
shoulders toes spikes 

participate participating participation 
invite inviting invitation 

isolated assimilated correlated 
isolation assimilation correlation 

ports exports extracts 
ported exported extracted 

bombing evacuation renovation 
bombed evacuated renovated 

arabian syrian assyrian 
arabs syrians assyrians 

photographer photography photographic 
biographer biography biographical 

publications journals commentaries 
publicist journalist commentator 

theology calvinism evangelism 
theologian calvinist evangelist 

trapped wrecked floated 
trapping wrecking floating 

hoped convinced persuaded 
hopes convinces persuades 

dominated emerged thrived 
dominating emerging thriving 

decimal exponent derivative 
decimals exponents derivatives 

algeria siberia eurasia 
algerian siberian eurasian 

strengthened dissipated devastated 
strengthening dissipating devastating 

baptist baptism baptists 
preacher preach preachers 

upgraded updated uploaded 
upgrading updating uploading 

crater glacier sediment 
craters glaciers sediments 

nationalist nationalism nationalists 
feminist feminism feminists 

congo ghana namibia 
congolese ghanaian namibian 

sticks wraps flaps 
sticking wrapping flapping 

interpretation integration implementation 
interpreting integrating implementing 

discussed discussions discussing 
commented comments commenting 

discussed debated advocated 
discusses debates advocates 

calculated computed optimized 
calculation computation optimization 

calculated evaluated analysed 
calculation evaluation analysis 



requirements supplements suppliers 
requirement supplement supplier 

engaged staged screened 
engaging staging screening 

sitting waiting letting 
sit wait let 

physicist anthropologist paleontologist 
physicists anthropologists palaeontologists 

eliminated culminated feuded 
eliminating culminating feuding 

praised improvised imitated 
praise improvise imitate 

originated emerged thrived 
originating emerging thriving 

tunnel ditch chimney 
tunnels ditches chimneys 

repeated reversed reverted 
repeating reversing reverting 

rejected denied permitted 
rejecting denying permitting 

purchased rented paved 
purchasing renting paving 

voltage volt resistor 
voltages volts resistors 

descendants migrants emigrants 
descended migrated emigrated 

bulgaria iberia assyria 
bulgarian iberian assyrian 

shoes gloves baskets 
shoe glove basket 

loud louder loudly 
quiet quieter quietly 

mozart handel mendel 
mozart's handel's mendel's 

sultan mughal vassal 
sultans mughals vassals 

reformed reformer reformers 
transformed transformer transformers 

reformed transformed deformed 
reformation transformation deformation 

ticket fee payment 
tickets fees payments 

favor favorable favored 
favour favourable favoured 

grandson son-in-law stepson 
grandmother mother-in-law stepmother 

arabian syrian albanian 
arabs syrians albanians 

occasions exceptions fractions 
occasional exceptional fractional 

tasks risks avoids 
tasked risked avoided 

probability quantity fraction 
probabilities quantities fractions 

bow elbow hinge 
bows elbows hinges 

jumping camping fencing 
jumped camped fenced 

jumping jumped jumper 
climbing climbed climber 

radical feminist unionist 
radicals feminists unionists 

economist geographer statistician 
economical geographical statistical 

albania estonia caledonia 
albanian estonian caledonian 

computing compute computations 
calculating calculate calculations 

trapped pumped drilled 
trapping pumping drilling 

disappeared disappointed annoyed 
disappearing disappointing annoying 

worried hated bullied 
worries hates bullies 

deck wreck yacht 
decks wrecks yachts 

nationalist realist futurist 
nationalistic realistic futuristic 

dried drier driest 
cooled cooler coolest 

calculated calculate calculates 
accumulated accumulate accumulates 

calculated accumulated insulated 
calculators accumulators insulators 

invented existed evolved 
invention existence evolution 

solutions solving solves 
revolutions revolving revolves 

dressed pressed stressed 
dresses presses stresses 

dressed blessed worshiped 
dressing blessing worshipping 

debt investment shareholder 
debts investments shareholders 

mercia northumbria anglia 
mercian northumbrian anglian 

gathered marched retreated 
gathering marching retreating 

aggressive impressive passive 
aggression impression passion 

nineteenth eleventh fourteenth 
nineteen eleven fourteen 

nineteenth twelfth eighteenth 
nineteen twelve eighteen 

sailors mariners harbors 
sailor mariner harbor 

beethoven chopin mahler 
beethoven's chopin's mahler's 

beethoven strauss handel 
beethoven's strauss's handel's 

kidnapped tortured prosecuted 
kidnapping torture prosecution 

communism socialism feminism 
communists socialists feminists 

uprising raiding rioting 
uprisings raids riots 

portrayed depicted pictured 
portrayal depiction picture 

portrayed dubbed rubbed 
portraying dubbing rubbing 

toll atoll cay 
tolls atolls cays 

rotation polarization generalization 
rotated polarized generalized 

buying buyers commodities 
supplying suppliers supplements 

buying banking employing 
buyers bankers employers 

convinced convince convinces 
urged urge urges 

convinced persuaded advised 
convince persuade advise 

ignored disappointed embarrassed 
ignoring disappointing embarrassing 

planted cultivated pollinated 
planters cultivators pollinators 

colonists separatists fascists 
colonialism separatism fascism 

knee toe paw 
knees toes pawns 

dictator spectator gladiator 
dictators spectators gladiators 

payment pension expense 
payments pensions expenses 

macedonia silesia frisia 
macedonian silesian frisian 

cooperation affiliation accreditation 
cooperated affiliated accredited 



accumulator accumulators accumulates 
calculator calculators calculates 

accumulator accumulators accumulation 
insulator insulators insulation 

accumulator insulator resistor 
accumulated insulated resisted 

boiling melting squeezing 
boiled melted squeezed 

cleaning clearing ruining 
cleaned cleared ruined 

detected detects detectives 
objected objects objectives 

organist violinist tenor 
organists violinists tenors 

gifts crafts drafts 
gifted crafted drafted 

kidnapped robbed grabbed 
kidnapping robbing grabbing 

revolt riot patriot 
revolts riots patriots 

drops pushes blows 
dropping pushing blowing 

convinced persuaded pursued 
convince persuade pursue 

serbian albanian frisian 
serbs albanians frisians 

volunteers volunteer volunteered 
recruits recruit recruited 

interaction integration coordination 
interacting integrating coordinating 

throwing pushing flashing 
throws pushes flashes 

tuscany sardinia corsica 
tuscan sardinian corsican 

nuts peanuts desserts 
nut peanut dessert 

mixing boiling filling 
mixer boiler filler 

significantly consequently reluctantly 
significance consequence reluctance 

journalism nationalism conservatism 
journalists nationalists conservatives 



sacrifice crucifixion martyrdom 
sacrificed crucified martyred 





flavor flavour salty 
flavored flavoured salted 





requested checked clicked 
requesting checking clicking 

restrictions restriction restrictive 
protections protection protective 



addiction injection intoxication 
addicted injected intoxicated 

bedford gloucester buckingham 
bedfordshire gloucestershire buckinghamshire 

banking banker bankers 
employing employer employers 



loaded loads loading 
downloaded downloads downloading 

gaining maintaining retaining 
gains maintains retains 

strauss stravinsky mussorgsky 
strauss's stravinsky's mussorgsky's 










evaporation absorption saturation 
evaporates absorbs saturated 

speculation speculated speculative 
motivation motivated motive 

north-west south-west east-west 
northerly southerly easterly 

indicated indicted corrupted 
indication indictment corruption 





siberia iberia frisia 
siberian iberian frisian 










bowing slowing drifting 
bowed slowed drifted 
















ionization polarization generalization 
ionized polarized generalized 

kicking sticking locking 
kicker sticker locker 



conductivity conduction conductive 
productivity production productive 



british-american italian-american polish-american 
british-born italian-born polish-born 

symbolism romanticism classicism 
symbolically romantically classically 



polarization characterization categorization 
polarized characterized categorized 



separatists extremists fascists 
separatist extremist fascist 

doughnuts coconuts almonds 
doughnut coconut almond 

romanization urbanization characterization 
romanized urbanized characterized 


rapping wrapping whipping 
rapped wrapped whipped 

knocking locking stockings 
knocks locks stocks 



babylonians assyrians ethiopians 
babylonia assyria ethiopia 



phonemes pronunciations morphemes 
phoneme pronunciation morpheme 



halides alkenes carbocations 
halide alkene carbocation 

stimulant opioid antidepressant 
stimulants opioids antidepressants 












have their them 
had his him 

louder softer tighter 
loudly softly tightly 


boiled boil boils 
coiled coil coils 

arches searches surveys 
arched searched surveyed 

consequence reluctance willingness 
consequently reluctantly willingly 


muslims christians catholics 
islam christianity catholicism 



#----------------------
# correct - intersting
#----------------------

punished commit punish 
forgiven confess forgive 

cars drivers driving 
bicycles cyclists riding 

went came stayed 
sent brought kept 

water silt humus 
evaporation weathering decomposition 



color colors coloration 
colour colours colouration 

color colored colorless 
colour coloured colourless 


#----------------------
# verbs
#----------------------





#----------------------
# verbs - nouns
#---------------------


fortified excavated reconstructed 
fortification excavation reconstruction 

retirement resignation abdication 
retire resign abdicate 

written write verse 
sung sing chorus 

invasion bombing evacuation 
invaded bombed evacuated 

announced decided promised 
announcement decision promise 

development developing develops 
growth growing grows 

development growth migration 
develop grow migrate 

teaching learning communication 
teach learn communicate 

criticized praised admired 
criticism praise admiration 

defeated invaded annexed 
defeat invasion annexation 

reported estimated measured 
reports estimates measurements 

rape robbery kidnapping 
raped robbed kidnapped 

burning explosion collision 
burn explode collide 

abuse addiction bullying 
abused addicted bullied 

measure calculate predict 
measurements calculations predictions 

ranked rated certified 
ranking rating certification 

read learn understand 
reading learning understanding 

developed established restored 
development establishment restoration 

appeared performed recorded 
appearances performances recordings 

damage flooding erosion 
damaged flooded eroded 

rule occupation colonization 
ruled occupied colonized 

discovered discovery discovering 
invented invention inventing 







acting performing conducting 
actors performers conductors 



level speed depth 
higher faster deeper 

italian argentine chilean 
italy argentina chile 





done performed sung 
doing performing singing 

attack invasion occupation 
attacked invaded occupied 

attack retreat evacuation 
attacked retreated evacuated 

produced directed choreographed 
producer filmmaker choreographer 

art literature translations 
exhibitions publications editions 

battle invasion siege 
fought invaded besieged 

killed injured wounded 
killing injuring wounding 

australia canada mexico 
australians canadians mexicans 

take throw knock 
taken thrown knocked 

worked acted sang 
working acting singing 

worked travelled walked 
working travelling walking 

thought think thinks 
seen see sees 









work worked working 
study studied studying 

use using uses 
create creating creates 

use using uses 
combine combining combines 

do use give 
done used given 

died murdered assassinated 
death murder assassination 


created creation creating 
developed development developing 




killed kidnapped abducted 
killing kidnapping abduction 


political governmental organizational 
politicians governments organizations 



produced developed redeveloped 
production development redevelopment 

attack attacked attackers 
defend defended defenders 

china mongolia tajikistan 
chinese mongolian tajik 


russian moldovan tajik 
russia moldova tajikistan 

research genetics neurology 
researcher geneticist neurologist 



writing writers essays 
editing editors articles 

involved involving involve 
revolved revolving revolve 



republican libertarian anarchist 
republicans libertarians anarchists 

composer organist cellist 
composers organists cellists 





reviews reviewed reviewing 
views viewed viewing 

presidential presidency presidents 
residential residency residents 



honor honors honorable 
honour honours honourable 

bbc nbc abc 
bbc's nbc's abc's 



brazil angola namibia 
brazilian angolan namibian 

associated associate associates 
affiliated affiliate affiliates 

physics astrophysics microbiology 
physicist astrophysicist microbiologist 

protect preserve reconstruct 
protection preservation reconstruction 

historical geographical botanical 
historians geographers botanists 

historical archaeological archeological 
historians archaeologists archeologists 

guitar drums keyboards 
guitarist drummer keyboardist 

operating operational operative 
cooperating cooperation cooperative 

protection protecting protective 
detection detecting detective 

protection protects protectors 
detection detects detectors 

engineering engineers engineered 
pioneering pioneers pioneered 

arrested convicted prosecuted 
arrests convictions prosecutions 

defense defensive defenses 
offense offensive offenses 

defense defended defenders 
offense offended offenders 





mathematics biochemistry microbiology 
mathematician biochemist microbiologist 

conservative nationalist separatist 
conservatives nationalists separatists 

conductor organist violinist 
conductors organists violinists 

bangladesh lanka cambodia 
bangladeshi lankan cambodian 

metres kilometres centimetres 
meter kilometer centimeter 

afghanistan syria tajikistan 
afghans syrians tajiks 

afghanistan azerbaijan armenia 
afghans azerbaijanis armenians 

norway romania ukraine 
norwegians romanians ukrainians 

daniel danielle daniela 
gabriel gabrielle gabriela 




argentina colombia bolivia 
argentine colombian bolivian 

philippines indonesia malaysia 
philippine indonesian malaysian 

oxford worcester hereford 
oxfordshire worcestershire herefordshire 

christianity protestantism anarchism 
christians protestants anarchists 

christianity buddhism hinduism 
christians buddhists hindus 

ranges ranging ranged 
arranges arranging arranged 

intended intends intending 
tended tends tending 

sunday saturday monday 
sundays saturdays mondays 

father's mother's daughter's 
father-in-law mother-in-law daughter-in-law 

ukraine tajikistan kurdistan 
ukrainian tajik kurdish 

murdered assassinated clashed 
murders assassinations clashes 

designer signer campaigner 
designing signing campaigning 

psychology genetics microbiology 
psychologist geneticist microbiologist 

biological geological archeological 
biologists geologists archeologists 

convicted prosecuted indicted 
conviction prosecution indictment 

immigrants migrants emigrants 
immigration migration emigration 

chloride chlorine chlorate 
bromide bromine bromate 

pushed thrown smashed 
pushing throwing smashing 

thirteen fourteen seventeen 
thirteenth fourteenth seventeenth 

thirteen sixteen eighteen 
thirteenth sixteenth eighteenth 

collections reflections selections 
collective reflective selective 

johann franz johannes 
bach liszt brahms 

expression expresses expressive 
progression progresses progressive 

expression expressionism expressionist 
impression impressionism impressionist 

expression expressed expressive 
impression impressed impressive 

credited credits creditors 
edited edits editors 


accounts accounting accounted 
counts counting counted 

mozart beethoven mahler 
mozart's beethoven's mahler's 

mozart handel britten 
mozart's handel's britten's 

sixteen seventeen nineteen 
sixteenth seventeenth nineteenth 

concerto overture oratorio 
concertos overtures oratorios 

contributions contributor contributing 
distributions distributor distributing 

progressive progression progressively 
aggressive aggression aggressively 



blocked blocking blocker 
locked locking locker 



ports exports imports 
ported exported imported 



immigration immigrant immigrated immigrates immigrating immigrate
emigration emigrant emigrated emigrates emigrating emigrate

collecting reflecting selecting 
collective reflective selective 

north-east north-western north-central 
south-east south-western south-central 

russians asians indonesians 
russia's asia's indonesia's 

nuts peanuts coconuts 
nut peanut coconut 

pancreatic ovarian cervical 
pancreas ovaries cervix 

searching searched searches 
researching researched researches 

fraction fracture ligament 
fractions fractures ligaments 

contracts attracts interacts 
contracting attracting interacting 

tchaikovsky stravinsky mussorgsky 
tchaikovsky's stravinsky's mussorgsky's 

siberia eurasia australasia 
siberian eurasian australasian 

trumpet oboe viol 
trumpets oboes viols 

export exports exporting 
import imports importing 

cambodia uganda rwanda 
cambodian ugandan rwandan 



worshipped shipped whipped 
worshipping shipping whipping 

collective selective reflective 
collects selects reflects 

traps wraps raps 
trapping wrapping rapping 

tendency tended tendencies 
dependency depended dependencies 

robbed stabbed grabbed 
robbing stabbing grabbing 

prelude overture fugue cantata
preludes overtures fugues cantatas

ejaculation stimulation penetration 
ejaculate stimulate penetrate 

flavors flavored flavoured 
favors favored favoured 

tender tended tending 
pretender pretended pretending 

institutes constitutes substitutes 
instituted constituted substituted 

prosecution persecution deportation 
prosecuted persecuted deported 

dynamic thermodynamic aerodynamic 
dynamics thermodynamics aerodynamics 

gaga beyonce rihanna 
gaga's beyonce's rihanna's 

regulation simulation stimulation 
regulate simulate stimulate 

impressed depressed obsessed 
impressive depressive obsessive 

contracts contraction contracting 
extracts extraction extracting 

contracts contraction contractor 
tracts traction tractor 

dreaming streaming teaming 
dreamed streamed teamed 

berry cherry strawberry 
berries cherries strawberries 


north-west north-eastern north-central 
south-west south-eastern south-central 

carnivorous omnivorous insectivorous 
carnivores omnivores insectivores 

biologists geologists geographers 
biologically geologically geographically 

interaction contraction subtraction 
interacting contracting subtracting 

calculated formulated simulated 
calculation formulation simulation 

commanded commands commanding 
demanded demands demanding 

astronomers geologists meteorologists 
astronomical geological meteorological 



corruption disruption interruption 
corrupted disrupted interrupted 

shoulder knee ankle 
shoulders knees ankles 

reproduction reproduce reproduced 
fertilization fertilize fertilised 

genetics biochemistry astrophysics 
geneticist biochemist astrophysicist 

genetics zoology paleontology 
geneticist zoologist paleontologist 

geometry geometric geometrical 
symmetry symmetric symmetrical 

buddhism buddhist buddhists 
jainism jain jains 

buddhism protestantism paganism 
buddhists protestants pagans 

attraction attractions attracts 
contraction contractions contracts 

attraction attractive attracting 
interaction interactive interacting 

attraction attracted attracting 
contraction contracted contracting 

attraction traction extraction 
attracts tracts extracts 

protests rebellions revolts 
protested rebelled revolted 

thirteen fifteen twenty-five 
thirteenth fifteenth twenty-fifth 

fifteen fourteen nineteen 
fifteenth fourteenth nineteenth 

fifteen eighteen seventeen 
fifteenth eighteenth seventeenth 

muscle ventricle follicle 
muscles ventricles follicles 

constructed rebuilt restored 
constructing rebuilding restoring 

conservation preservation reservations 
conserved preserved reserved 

organisation organised organize 
reorganisation reorganised reorganize 

converted convert conversion 
inverted invert inversion 

stored processed exported 
storing processing exporting 

ukraine croatia albania 
ukrainians croats albanians 

ukraine tajikistan baltistan 
ukrainians tajiks balti 

express expressive expressionist 
impress impressive impressionist 

succeeded succeeding succeeds 
proceeded proceedings proceeds 

identified identification identifying 
classified classification classifying 

turkish iranian azerbaijani 
turkey's iran's azerbaijan's 

reserve reserves reserved 
preserve preserves preserved 

reserve preserve conserve 
reservation preservation conservation 

distribution distributes distributing 
contribution contributes contributing 

resistance resisted resisting 
assistance assisted assisting 

selling best-selling bestselling 
seller best-seller bestseller 

governments institutions constitutions 
governmental institutional constitutional 

afghanistan persia babylonia 
afghans persians babylonians 

creating establishing punishing 
creations establishments punishments 

arrested executed assassinated 
arrests executions assassinations 

defined definite definitely 
undefined indefinite indefinitely 

singapore philippines indonesia 
singaporeans filipinos indonesians 

johnson wilson wright 
johnson's wilson's wright's 

poet translator illustrator 
poems translations illustrations 

historical biographical autobiographical 
histories biography autobiography 

joseph antoni silvio 
josepha antonia silvia 

smith wilson anderson 
smith's wilson's anderson's 

presidential presidents president's 
mayoral mayors mayor's 

host hosted hosts 
co-host co-hosted co-hosts 

temperature density altitude 
temperatures densities altitudes 

friends daughters uncles 
friend's daughter's uncle's 

russia austria croatia 
russians austrians croats 

development production introduction 
develops produces introduces 

daughter grandfather grandmother 
daughter's grandfather's grandmother's 

final semi-final semifinal 
finals semi-finals semifinals 

chicago cincinnati milwaukee 
illinois ohio wisconsin 

chicago baltimore houston 
illinois maryland texas 

sold exported harvested 
selling exporting harvesting 

see seen sees 
hear heard hears 

took taken taking 
undertook undertaken undertaking 

book essay illustration 
author essayist illustrator 

city county town 
city's county's town's 

was he his 
were they their 

he his him 
they their them 

was became gained 
being becoming gaining 

long tall thick 
longer taller thicker 

minister commissioner adviser 
ministry commission agency 

killed destroyed damaged 
deaths destruction damage 

attack bombing landings 
attacked bombed landed 

wanted want agree 
needed need apply 

hard soft thick 
harder softer thicker 

workers farmers miners 
factories farms mines 

allows provides transmits 
lets gives sends 

creating putting removing 
creates puts removes 

conquered annexed colonized 
conquest annexation colonization 

inches ft centimeters 
ounces lb kilograms 

justice justices tribunals 
commissioner commissioners commissions 

went going goes 
travelled travelling travels 







major minor tenor 
majors minors tenors 

german german-born german-american 
polish polish-born polish-american 

blue yellow pink 
bluish yellowish pinkish 

sex sexual sexuality 
same-sex homosexual homosexuality 



eggs larvae tadpoles 
egg larva tadpole 

impressionist modernist calvinist 
impressionism modernism calvinism 

tap wrap strap 
taps wraps straps 

stranger bushranger scavenger 
strangers bushrangers scavengers 

colonization modernization generalization 
colonized modernized generalized 

colonization urbanization reorganization 
colonized urbanized reorganized 

numerals numerical numeric 
alphabets alphabetical alphabetic 

identification specification indication 
identifies specifies indicates 

identification modification specification 
identifying modifying specifying 



expressions expressionism expressive 
impressions impressionism impressive 


national international 
nationals internationals 

album song 
album's song's 

name named 
nickname nicknamed


different various 
differently variously 

different various 
differing varying 

different variety 
differed varied 

different similar 
differences similarities 


north northern 
south-east south-eastern 

released release 
leased lease 

started joined 
restarted rejoined 

work works 
working workings 

named names 
nicknamed nicknames 

said saying 
stated stating 

said saying 
claimed claiming 

said thought 
sayings thoughts 

family families 
subfamily subfamilies 




important importance 
prominent prominence 


water waterway 
seawater seaway 


west east 
south-west south-east 

west east 
north-west north-east 

west east 
southwest southeast 

population populated 
manipulation manipulated 

king queen 
king's queen's 



early late 
earliest latest 



include inclusive 
exclude exclusive 

million billion 
millions billions 

million billion 
millionaire billionaire 

region regions 
ecoregion ecoregions 

region regions 
legion legions 

lost defeated 
losing defeating 

mother parents 
grandmother grandparents 

mother brother 
mother's brother's 

mother sister 
mother's sister's 

produced producing 
reproduced reproducing 

produced production 
reproduced reproduction 

produced production 
introduced introduction 

produced productive 
reproduced reproductive 

force forced 
reinforce reinforced 

force forced 
enforce enforced 

wanted wants 
promised promises 


included excluded 
inclusive exclusive 

attack invade 
attacker invader 

attack invade 
attackers invaders 

royal royals 
royalty royalties 

royal loyal 
royalty loyalty 

royal loyal 
royalist loyalist 

republic republican 
republics republicans 

current currents 
rent rents 

current currency 
currents currencies 

founded founding 
funded funding 

founded founding 
sounded sounding 

founded foundation 
funded fund 

center centers 
cent cents 

center centre 
centered centred 

building build 
rebuilding rebuild 

building builders 
constructing constructors 

building builder 
bodybuilding bodybuilder 



change changing 
exchange exchanging 

human humans 
non-human non-humans 

single singles 
shingle shingles 



race races 
trace traces 

changed changes 
exchanged exchanges 

light lights 
highlight highlights 

history historic 
prehistory prehistoric 



take takes 
stake stakes 

american america 
mesoamerican mesoamerica 

american america 
african africa 

american african 
america's africa's 

later late 
earlier early 

wrote written 
co-wrote co-written 

light lighting 
highlight highlighting 

released releasing 
pleased pleasing 

is are 
has have 

his her 
father's mother's 

national nation 
nationals nations 


national nations 
organizational organizations 

president presidency 
resident residency 

president presidential 
resident residential 

president resident 
presided resided 

given taken 
gives takes 

province municipality 
provincial municipal 

general generals 
generator generators 

father mother 
stepfather stepmother 
